Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add	sort
Incandescent	100	1	1	45	95	42				26	251	res-fire		14	19											jewl												0	0	0	1160
Incandescent	100	1	1	80		60				22	251	res-fire		17	22											jewl												0	0	0	1161
Incandescent	100	1	1	95		66				18	251	res-fire		20	25											jewl												0	0	0	1162
Hellkite's	100	1	1	95		66				2	251	res-fire/lvl	4													jewl												0	0	0	1163
																																									1164
Nebulous	100	1	1	5	15	3				28	252	res-ltng		5	10											jewl												0	0	0	1165
Nebulous	100	1	1	15	35	12				28	252	res-ltng		8	13											jewl												0	0	0	1166
Nebulous	100	1	1	25	60	24				28	252	res-ltng		11	16											jewl												0	0	0	1167
Misty	100	1	1	45	95	42				26	252	res-ltng		14	19											jewl												0	0	0	1168
Misty	100	1	1	80		60				22	252	res-ltng		17	22											jewl												0	0	0	1169
Misty	100	1	1	95		66				18	252	res-ltng		20	25											jewl												0	0	0	1170
Opaque	100	1	1	95		66				2	252	res-ltng/lvl	4													jewl												0	0	0	1171
																																									1172
Defiled	100	1	1	5	15	3				28	253	res-pois		5	10											jewl												0	0	0	1173
Defiled	100	1	1	15	35	12				28	253	res-pois		8	13											jewl												0	0	0	1174
Defiled	100	1	1	25	60	24				28	253	res-pois		11	16											jewl												0	0	0	1175
Tainted	100	1	1	45	95	42				26	253	res-pois		14	19											jewl												0	0	0	1176
Tainted	100	1	1	80		60				22	253	res-pois		17	22											jewl												0	0	0	1177
Tainted	100	1	1	95		66				18	253	res-pois		20	25											jewl												0	0	0	1178
Ravished	100	1	1	95		66				2	253	res-pois/lvl	4													jewl												0	0	0	1179
																																									1180
Broiling	100	1	1	20	60	18				16	254	pierce-fire		1	1											jewl												0	0	0	1181
Broiling	100	1	1	60		48				12	254	pierce-fire		1	2											jewl												0	0	0	1182
Lighted	100	1	1	80		60				8	254	pierce-fire		2	2											jewl												0	0	0	1183
Lighted	100	1	1	95		66				4	254	pierce-fire		2	3											jewl												0	0	0	1184
																																									1185
Harsh	100	1	1	20	60	18				16	254	pierce-cold		1	1											jewl												0	0	0	1186
Harsh	100	1	1	60		48				12	254	pierce-cold		1	2											jewl												0	0	0	1187
Siberian	100	1	1	80		60				8	254	pierce-cold		2	2											jewl												0	0	0	1188
Siberian	100	1	1	95		66				4	254	pierce-cold		2	3											jewl												0	0	0	1189
																																									1190
Fulgurous	100	1	1	20	60	18				16	254	pierce-ltng		1	1											jewl												0	0	0	1191
Fulgurous	100	1	1	60		48				12	254	pierce-ltng		1	2											jewl												0	0	0	1192
Fulminous	100	1	1	80		60				8	254	pierce-ltng		2	2											jewl												0	0	0	1193
Fulminous	100	1	1	95		66				4	254	pierce-ltng		2	3											jewl												0	0	0	1194
																																									1195
Mordacious	100	1	1	20	60	18				16	254	pierce-pois		1	1											jewl												0	0	0	1196
Mordacious	100	1	1	60		48				12	254	pierce-pois		1	2											jewl												0	0	0	1197
Mordant	100	1	1	80		60				8	254	pierce-pois		2	2											jewl												0	0	0	1198
Mordant	100	1	1	95		66				4	254	pierce-pois		2	3											jewl												0	0	0	1199
																																									1200
Satanic	100	1	1	20	60	18				16	254	pierce-mag		1	1											jewl												0	0	0	1201
Satanic	100	1	1	60		48				12	254	pierce-mag		1	2											jewl												0	0	0	1202
Fiendish	100	1	1	80		60				8	254	pierce-mag		2	2											jewl												0	0	0	1203
Fiendish	100	1	1	95		66				4	254	pierce-mag		2	3											jewl												0	0	0	1204
																																									1205
Sanguinary	100	1	1	20	60	18				16	254	pierce-phys		1	1											jewl												0	0	0	1206
Sanguinary	100	1	1	60		48				12	254	pierce-phys		1	2											jewl												0	0	0	1207
Mortal	100	1	1	80		60				8	254	pierce-phys		2	2											jewl												0	0	0	1208
Mortal	100	1	1	95		66				4	254	pierce-phys		2	3											jewl												0	0	0	1209
																																									1210
Trenchant	100	1	1	5	15	3				28	255	dmg%		1	10											jewl												0	0	0	1211
Trenchant	100	1	1	15	35	12				28	255	dmg%		9	18											jewl												0	0	0	1212
Trenchant	100	1	1	25	60	24				28	255	dmg%		17	26											jewl												0	0	0	1213
Scathing	100	1	1	45	95	42				26	255	dmg%		25	34											jewl												0	0	0	1214
Scathing	100	1	1	80		60				22	255	dmg%		33	42											jewl												0	0	0	1215
Scathing	100	1	1	95		66				18	255	dmg%		41	50											jewl												0	0	0	1216
Scornful	100	1	1	95		66				1	255	dmg%/lvl	4													jewl												0	0	0	1217
																																									1218
Cruel	100	1	1	5	15	3				28	256	dmg-max		1	5											jewl												0	0	0	1219
Cruel	100	1	1	15	35	12				28	256	dmg-max		3	9											jewl												0	0	0	1220
Cruel	100	1	1	25	60	24				28	256	dmg-max		5	13											jewl												0	0	0	1221
Barbaric	100	1	1	45	95	42				26	256	dmg-max		7	17											jewl												0	0	0	1222
Barbaric	100	1	1	80		60				22	256	dmg-max		9	21											jewl												0	0	0	1223
Barbaric	100	1	1	95		66				18	256	dmg-max		11	25											jewl												0	0	0	1224
Barbarous	100	1	1	95		66				1	256	dmg/lvl	2													jewl												0	0	0	1225
																																									1226
Ruthless	100	1	1	5	15	3				28	257	dmg-min		1	5											jewl												0	0	0	1227
Ruthless	100	1	1	15	35	12				28	257	dmg-min		2	6											jewl												0	0	0	1228
Ruthless	100	1	1	25	60	24				28	257	dmg-min		3	7											jewl												0	0	0	1229
Bestial	100	1	1	45	95	42				26	257	dmg-min		4	8											jewl												0	0	0	1230
Bestial	100	1	1	80		60				22	257	dmg-min		5	9											jewl												0	0	0	1231
Bestial	100	1	1	95		66				18	257	dmg-min		6	10											jewl												0	0	0	1232
Unbroken	100	1	1	95		66				1	257	dmg/lvl	2													jewl												0	0	0	1233
																																									1234
Valkyrie's	100	1	1	80		60	ama		33	2	258	ama		1	1											jewl												0	0	0	1235
Arch-Angel's	100	1	1	80		60	sor		33	2	258	sor		1	1											jewl												0	0	0	1236
Necromancer's	100	1	1	80		60	nec		33	2	258	nec		1	1											jewl												0	0	0	1237
Priest's	100	1	1	80		60	pal		33	2	258	pal		1	1											jewl												0	0	0	1238
Berserker's	100	1	1	80		60	bar		33	2	258	bar		1	1											jewl												0	0	0	1239
Hierophant's	100	1	1	80		60	dru		33	2	258	dru		1	1											jewl												0	0	0	1240
Witch-hunter's	100	1	1	80		60	ass		33	2	258	ass		1	1											jewl												0	0	0	1241
																																									1242
Iridal	100	1	1	20	60	18				26	259	extra-ele		1	3											jewl												0	0	0	1243
Iridal	100	1	1	60		48				24	259	extra-ele		2	4											jewl												0	0	0	1244
Catalysing	100	1	1	80		60				22	259	extra-ele		3	5											jewl												0	0	0	1245
Catalysing	100	1	1	95		66				16	259	extra-ele		4	6											jewl												0	0	0	1246
																																									1247
Loathsome	100	1	1	20	60	18				26	259	extra-fleshbone		1	3											jewl												0	0	0	1248
Loathsome	100	1	1	60		48				24	259	extra-fleshbone		2	4											jewl												0	0	0	1249
Odious	100	1	1	80		60				22	259	extra-fleshbone		3	5											jewl												0	0	0	1250
Odious	100	1	1	95		66				16	259	extra-fleshbone		4	6											jewl												0	0	0	1251
																																									1252
Chalybeous	100	1	1	5	15	3				22	260	mana		1	10											jewl												0	0	0	1253
Chalybeous	100	1	1	15	35	12				22	260	mana		9	18											jewl												0	0	0	1254
Chalybeous	100	1	1	25	60	24				22	260	mana		17	26											jewl												0	0	0	1255
Gentian	100	1	1	45	95	42				20	260	mana		25	34											jewl												0	0	0	1256
Gentian	100	1	1	80		60				18	260	mana		33	42											jewl												0	0	0	1257
Gentian	100	1	1	95		66				16	260	mana		41	50											jewl												0	0	0	1258
Opalescent	100	1	1	95		66				8	260	mana		49	58	mana%		2	6							jewl												0	0	0	1259
																																									1260
Cool	100	1	1	5	15	3				22	261	cold-len		25	25	cold-min		1	10	cold-max		5	15			jewl												0	0	0	1261
Cool	100	1	1	15	35	12				22	261	cold-len		25	25	cold-min		5	15	cold-max		10	25			jewl												0	0	0	1262
Cool	100	1	1	25	60	24				22	261	cold-len		25	25	cold-min		10	25	cold-max		15	35			jewl												0	0	0	1263
Snowy	100	1	1	45	95	42				20	261	cold-len		25	25	cold-min		15	35	cold-max		25	50			jewl												0	0	0	1264
Snowy	100	1	1	80		60				18	261	cold-len		25	25	cold-min		25	50	cold-max		35	75			jewl												0	0	0	1265
Hypothermic	100	1	1	95		66				16	261	cold-len		25	25	cold-min		35	75	cold-max		50	100			jewl												0	0	0	1266
Hypothermic	100	1	1	95		66				8	261	cold-len		25	25	cold-min		50	100	cold-max		65	125			jewl												0	0	0	1267
																																									1268
Charred	100	1	1	5	15	3				22	261	fire-min		5	10	fire-max		10	15							jewl												0	0	0	1269
Charred	100	1	1	15	35	12				22	261	fire-min		10	20	fire-max		20	25							jewl												0	0	0	1270
Charred	100	1	1	25	60	24				22	261	fire-min		15	30	fire-max		30	50							jewl												0	0	0	1271
Red-Hot	100	1	1	45	95	42				20	261	fire-min		25	40	fire-max		40	75							jewl												0	0	0	1272
Red-Hot	100	1	1	80		60				18	261	fire-min		35	60	fire-max		60	125							jewl												0	0	0	1273
White-Hot	100	1	1	95		66				16	261	fire-min		55	80	fire-max		80	175							jewl												0	0	0	1274
White-Hot	100	1	1	95		66				8	261	fire-min		75	120	fire-max		120	275							jewl												0	0	0	1275
																																									1276
Pulsating	100	1	1	5	15	3				22	261	ltng-min		1	1	ltng-max		10	20							jewl												0	0	0	1277
Pulsating	100	1	1	15	35	12				22	261	ltng-min		1	1	ltng-max		20	40							jewl												0	0	0	1278
Pulsating	100	1	1	25	60	24				22	261	ltng-min		1	1	ltng-max		40	80							jewl												0	0	0	1279
Oscillating	100	1	1	45	95	42				20	261	ltng-min		1	1	ltng-max		60	120							jewl												0	0	0	1280
Oscillating	100	1	1	80		60				18	261	ltng-min		1	1	ltng-max		100	200							jewl												0	0	0	1281
Reverberating	100	1	1	95		66				16	261	ltng-min		1	1	ltng-max		140	280							jewl												0	0	0	1282
Reverberating	100	1	1	95		66				8	261	ltng-min		1	1	ltng-max		200	400							jewl												0	0	0	1283
																																									1284
Malignant	100	1	1	5	15	3				22	261	dmg-pois	25	10	20											jewl												0	0	0	1285
Malignant	100	1	1	15	35	12				22	261	dmg-pois	25	15	30											jewl												0	0	0	1286
Malignant	100	1	1	25	60	24				22	261	dmg-pois	25	30	60											jewl												0	0	0	1287
Morbid	100	1	1	45	95	42				20	261	dmg-pois	25	45	90											jewl												0	0	0	1288
Morbid	100	1	1	80		60				18	261	dmg-pois	25	75	150											jewl												0	0	0	1289
Diseased	100	1	1	95		66				16	261	dmg-pois	25	105	210											jewl												0	0	0	1290
Diseased	100	1	1	95		66				8	261	dmg-pois	25	165	300											jewl												0	0	0	1291
																																									1292
Slushy	100	1	1	5	15	3				28	270	cold-len		25	25	cold-min		1	10	cold-max		5	25			arrm	boqm											0	0	0	1293
Slushy	100	1	1	15	35	12				28	270	cold-len		25	25	cold-min		5	15	cold-max		10	50			arrm	boqm											0	0	0	1294
Slushy	100	1	1	25	60	24				28	270	cold-len		25	25	cold-min		10	25	cold-max		15	75			arrm	boqm											0	0	0	1295
Brumal	100	1	1	45	95	42				26	270	cold-len		25	25	cold-min		15	35	cold-max		25	100			arrm	boqm											0	0	0	1296
Brumal	100	1	1	80		60				22	270	cold-len		25	25	cold-min		25	50	cold-max		35	125			arrm	boqm											0	0	0	1297
Brumal	100	1	1	95		66				18	270	cold-len		25	25	cold-min		35	75	cold-max		50	150			arrm	boqm											0	0	0	1298
Bleak	100	1	1	95		66				1	270	dmg-cold/coldres		26	30											arrm	boqm											0	0	0	1299
Bleak	100	1	1	95		66				1	270	extra-cold		10	15																							0	0	0	1300
																																									1301
Combusted	100	1	1	5	15	3				28	271	fire-min		15	20	fire-max	20	25								arrm	boqm											0	0	0	1302
Combusted	100	1	1	15	35	12				28	271	fire-min		20	30	fire-max	30	50								arrm	boqm											0	0	0	1303
Combusted	100	1	1	25	60	24				28	271	fire-min		30	40	fire-max	40	75								arrm	boqm											0	0	0	1304
Torching	100	1	1	45	95	42				26	271	fire-min		40	60	fire-max	60	125								arrm	boqm											0	0	0	1305
Torching	100	1	1	80		60				22	271	fire-min		60	80	fire-max	80	175								arrm	boqm											0	0	0	1306
Torching	100	1	1	95		66				18	271	fire-min		80	120	fire-max	120	275								arrm	boqm											0	0	0	1307
Carbonizing	100	1	1	95		66				1	271	dmg-fire/fireres		28	32											arrm	boqm											0	0	0	1308
Carbonizing	100	1	1	95		66				1	271	extra-fire		10	15											arrm	boqm											0	0	0	1309
																																									1310
Flickering	100	1	1	5	15	3				28	272	ltng-min		1	1	ltng-max	20	40								arrm	boqm											0	0	0	1311
Flickering	100	1	1	15	35	12				28	272	ltng-min		1	1	ltng-max	40	80								arrm	boqm											0	0	0	1312
Flickering	100	1	1	25	60	24				28	272	ltng-min		1	1	ltng-max	60	120								arrm	boqm											0	0	0	1313
Dazzling	100	1	1	45	95	42				26	272	ltng-min		1	1	ltng-max	100	200								arrm	boqm											0	0	0	1314
Dazzling	100	1	1	80		60				22	272	ltng-min		1	1	ltng-max	140	280								arrm	boqm											0	0	0	1315
Dazzling	100	1	1	95		66				18	272	ltng-min		1	1	ltng-max	200	400								arrm	boqm											0	0	0	1316
Glittering	100	1	1	95		66				1	272	dmg-ltng/ltngres		19	39											arrm	boqm											0	0	0	1317
Glittering	100	1	1	95		66				1	272	extra-ltng		10	15											arrm	boqm											0	0	0	1318
																																									1319
Pernicious	100	1	1	5	15	3				28	273	dmg-pois	25	15	30											arrm	boqm											0	0	0	1320
Pernicious	100	1	1	15	35	12				28	273	dmg-pois	25	30	60											arrm	boqm											0	0	0	1321
Pernicious	100	1	1	25	60	24				28	273	dmg-pois	25	45	90											arrm	boqm											0	0	0	1322
Pestilential	100	1	1	45	95	42				26	273	dmg-pois	25	75	150											arrm	boqm											0	0	0	1323
Pestilential	100	1	1	80		60				22	273	dmg-pois	25	105	210											arrm	boqm											0	0	0	1324
Pestilential	100	1	1	95		66				18	273	dmg-pois	25	165	300											arrm	boqm											0	0	0	1325
Malevolent	100	1	1	95		66				1	273	extra-pois		10	15											arrm	boqm											0	0	0	1326
																																									1327
Atrocious	100	1	1	5	15	3				28	274	dmg-min		2	7	dmg-max		1	10							boqm												0	0	0	1328
Atrocious	100	1	1	15	35	12				28	274	dmg-min		6	11	dmg-max		7	17							boqm												0	0	0	1329
Atrocious	100	1	1	25	60	24				28	274	dmg-min		10	15	dmg-max		13	23							boqm												0	0	0	1330
Abhorrent	100	1	1	45	95	42				26	274	dmg-min		14	19	dmg-max		19	29							boqm												0	0	0	1331
Abhorrent	100	1	1	80		60				22	274	dmg-min		22	27	dmg-max		31	41							boqm												0	0	0	1332
Abhorrent	100	1	1	95		66				18	274	dmg-min		30	35	dmg-max		43	53							boqm												0	0	0	1333
Revolting	100	1	1	95		66				1	274	dmg/lvl	4													boqm												0	0	0	1334
																																									1335
Heinous	100	1	1	5	15	3				28	274	dmg-min		3	13	dmg-max		5	15							arrm												0	0	0	1336
Heinous	100	1	1	15	35	12				28	274	dmg-min		9	19	dmg-max		13	23							arrm												0	0	0	1337
Heinous	100	1	1	25	60	24				28	274	dmg-min		15	25	dmg-max		21	31							arrm												0	0	0	1338
Hateful	100	1	1	45	95	42				26	274	dmg-min		21	31	dmg-max		29	39							arrm												0	0	0	1339
Hateful	100	1	1	80		60				22	274	dmg-min		33	43	dmg-max		45	55							arrm												0	0	0	1340
Hateful	100	1	1	95		66				18	274	dmg-min		45	55	dmg-max		61	71							arrm												0	0	0	1341
Horrible	100	1	1	95		66				1	274	dmg/lvl	6													arrm												0	0	0	1342
																																									1343
Impish	100	1	1	5	15	3				28	275	dmg%		1	10											boqm												0	0	0	1344
Impish	100	1	1	15	35	12				28	275	dmg%		11	20											boqm												0	0	0	1345
Impish	100	1	1	25	60	24				28	275	dmg%		21	30											boqm												0	0	0	1346
Devilish	100	1	1	45	95	42				26	275	dmg%		31	45											boqm												0	0	0	1347
Devilish	100	1	1	80		60				22	275	dmg%		46	60											boqm												0	0	0	1348
Devilish	100	1	1	95		66				18	275	dmg%		61	80											boqm												0	0	0	1349
Horrifying	100	1	1	95		66				1	275	dmg%/lvl	4													boqm												0	0	0	1350
																																									1351
Callous	100	1	1	5	15	3				28	275	dmg%		10	20											arrm												0	0	0	1352
Callous	100	1	1	15	35	12				28	275	dmg%		21	30											arrm												0	0	0	1353
Callous	100	1	1	25	60	24				28	275	dmg%		31	45											arrm												0	0	0	1354
Soulless	100	1	1	45	95	42				26	275	dmg%		46	60											arrm												0	0	0	1355
Soulless	100	1	1	80		60				22	275	dmg%		61	80											arrm												0	0	0	1356
Soulless	100	1	1	95		66				18	275	dmg%		81	100											arrm												0	0	0	1357
Lifeless	100	1	1	95		66				1	275	dmg%/lvl	6													arrm												0	0	0	1358
																																									
Plain	100	1	1	5	15	3				28	276	att		20	40	dmg%		5	10							arrm	boqm											0	0	0	1352
Plain	100	1	1	15	35	12				28	276	att		30	50	dmg%		11	16							arrm	boqm											0	0	0	1353
Plain	100	1	1	25	60	24				28	276	att		40	60	dmg%		17	22							arrm	boqm											0	0	0	1354
Unadorned	100	1	1	45	95	42				26	276	att		50	70	dmg%		23	28							arrm	boqm											0	0	0	1355
Unadorned	100	1	1	80		60				22	276	att		60	80	dmg%		29	35							arrm	boqm											0	0	0	1356
Unadorned	100	1	1	95		66				18	276	att		70	90	dmg%		36	41							arrm	boqm											0	0	0	1357
Spartan	100	1	1	95		66				1	276	att		80	100	dmg%/lvl	4									arrm	boqm											0	0	0	1358
																																									
Agonizing	100	1	1	5	15	3				28	277	pierce		4	8	dmg-max		2	8							arrm	boqm											0	0	0	1352
Agonizing	100	1	1	15	35	12				28	277	pierce		6	10	dmg-max		6	12							arrm	boqm											0	0	0	1353
Agonizing	100	1	1	25	60	24				28	277	pierce		8	12	dmg-max		10	16							arrm	boqm											0	0	0	1354
Excruciating	100	1	1	45	95	42				26	277	pierce		10	14	dmg-max		14	20							arrm	boqm											0	0	0	1355
Excruciating	100	1	1	80		60				22	277	pierce		12	16	dmg-max		18	24							arrm	boqm											0	0	0	1356
Excruciating	100	1	1	95		66				18	277	pierce		14	18	dmg-max		22	28							arrm	boqm											0	0	0	1357
Harrowing	100	1	1	95		66				1	277	pierce		16	20	dmg/lvl	4									arrm	boqm											0	0	0	1358
																																									
Aquamarine	100	1	1	5	15	3				28	500	res-cold		1	4											lcha	mcha											0	0	0	1360
Aquamarine	100	1	1	15	35	12				28	500	res-cold		3	8											lcha	mcha											0	0	0	1361
Aquamarine	100	1	1	25	60	24				26	500	res-cold		5	12											lcha	mcha											0	0	0	1362
Turquoise	100	1	1	45		42				24	500	res-cold		7	16											lcha	mcha											0	0	0	1363
Turquoise	100	1	1	80		60				22	500	res-cold		9	20											lcha	mcha											0	0	0	1364
Larimar	100	1	1	95		66				20	500	res-cold		11	24											lcha												0	0	0	1365
Larimar	100	1	1	95		66				2	500	res-cold		13	28											lcha												0	0	0	1366
																																									1367
Carnelian	100	1	1	5	15	3				28	501	res-fire		1	4											lcha	mcha											0	0	0	1368
Carnelian	100	1	1	15	35	12				28	501	res-fire		3	8											lcha	mcha											0	0	0	1369
Carnelian	100	1	1	25	60	24				26	501	res-fire		5	12											lcha	mcha											0	0	0	1370
Cuprite	100	1	1	45		42				24	501	res-fire		7	16											lcha	mcha											0	0	0	1371
Cuprite	100	1	1	80		60				22	501	res-fire		9	20											lcha	mcha											0	0	0	1372
Sunstone	100	1	1	95		66				20	501	res-fire		11	24											lcha												0	0	0	1373
Sunstone	100	1	1	95		66				2	501	res-fire		13	28											lcha												0	0	0	1374
																																									1375
Moonstone	100	1	1	5	15	3				28	502	res-ltng		1	4											lcha	mcha											0	0	0	1376
Moonstone	100	1	1	15	35	12				28	502	res-ltng		3	8											lcha	mcha											0	0	0	1377
Moonstone	100	1	1	25	60	24				26	502	res-ltng		5	12											lcha	mcha											0	0	0	1378
Celestite	100	1	1	45		42				24	502	res-ltng		7	16											lcha	mcha											0	0	0	1379
Celestite	100	1	1	80		60				22	502	res-ltng		9	20											lcha	mcha											0	0	0	1380
Angelite	100	1	1	95		66				20	502	res-ltng		11	24											lcha												0	0	0	1381
Angelite	100	1	1	95		66				2	502	res-ltng		13	28											lcha												0	0	0	1382
																																									1383
Peridot	100	1	1	5	15	3				28	503	res-pois		1	4											lcha	mcha											0	0	0	1384
Peridot	100	1	1	15	35	12				28	503	res-pois		3	8											lcha	mcha											0	0	0	1385
Peridot	100	1	1	25	60	24				26	503	res-pois		5	12											lcha	mcha											0	0	0	1386
Parasolite	100	1	1	45		42				24	503	res-pois		7	16											lcha	mcha											0	0	0	1387
Parasolite	100	1	1	80		60				22	503	res-pois		9	20											lcha	mcha											0	0	0	1388
Malachite	100	1	1	95		66				20	503	res-pois		11	24											lcha												0	0	0	1389
Malachite	100	1	1	95		66				2	503	res-pois		13	28											lcha												0	0	0	1390
																																									1391
Lively	100	1	1	5	15	3				28	504	hp		1	3											scha												0	0	0	1392
Lively	100	1	1	15	35	12				28	504	hp		4	6											scha												0	0	0	1393
Lively	100	1	1	25	60	24				26	504	hp		7	9											scha												0	0	0	1394
Zestful	100	1	1	45		42				24	504	hp		10	13											scha												0	0	0	1395
Zestful	100	1	1	80		60				22	504	hp		13	16											scha												0	0	0	1396
Effervescent	100	1	1	95		66				20	504	hp		16	19											scha												0	0	0	1397
Effervescent	100	1	1	95		66				2	504	hp		19	22											scha												0	0	0	1398
																																									1399
Esoteric	100	1	1	5	15	3				28	505	mana		1	3											scha												0	0	0	1400
Esoteric	100	1	1	15	35	12				28	505	mana		4	6											scha												0	0	0	1401
Esoteric	100	1	1	25	60	24				26	505	mana		7	9											scha												0	0	0	1402
Mystifying	100	1	1	45		42				24	505	mana		10	13											scha												0	0	0	1403
Mystifying	100	1	1	80		60				22	505	mana		13	16											scha												0	0	0	1404
Ephemeral	100	1	1	95		66				20	505	mana		16	19											scha												0	0	0	1405
Ephemeral	100	1	1	95		66				2	505	mana		19	22											scha												0	0	0	1406
																																									1407
Spectral	100	1	1	20	60	18				16	506	res-all		1	1											scha												0	0	0	1408
Spectral	100	1	1	60		48				14	506	res-all		1	2											scha												0	0	0	1409
Vibrant	100	1	1	80		60				12	506	res-all		2	2											scha												0	0	0	1410
Iridescent	100	1	1	95		66				10	506	res-all		2	3											scha												0	0	0	1411
																																									1412
Shielded	100	1	1	20	60	18				26	507	red-dmg		1	2											scha												0	0	0	1413
Shielded	100	1	1	60		48				24	507	red-dmg		2	4											scha												0	0	0	1414
Ironclad	100	1	1	80		60				22	507	red-dmg		4	6											scha												0	0	0	1415
Impenetrable	100	1	1	95		66				20	507	red-dmg		6	8											scha												0	0	0	1416
																																									1417
Warded	100	1	1	20	60	18				26	508	red-mag		1	1											scha												0	0	0	1418
Warded	100	1	1	60		48				24	508	red-mag		1	2											scha												0	0	0	1419
Impervious	100	1	1	80		60				22	508	red-mag		2	2											scha												0	0	0	1420
Spellproof	100	1	1	95		66				20	508	red-mag		2	3											scha												0	0	0	1421
																																									1422
Robust	100	1	1	5	15	3				28	509	ac/lvl		1	5											lcha	mcha											0	0	0	1423
Robust	100	1	1	15	35	12				28	509	ac/lvl		2	5											lcha	mcha											0	0	0	1424
Robust	100	1	1	25	60	24				28	509	ac/lvl		3	6											lcha	mcha											0	0	0	1425
Enduring	100	1	1	45		42				26	509	ac/lvl		4	6											lcha	mcha											0	0	0	1426
Enduring	100	1	1	80		60				22	509	ac/lvl		5	7											lcha	mcha											0	0	0	1427
Resilient	100	1	1	95		66				18	509	ac/lvl		6	8											lcha												0	0	0	1428
Resilient	100	1	1	95		66				2	509	ac/lvl		7	9											lcha												0	0	0	1429
																																									1430
Fletcher's	100	1	1	50		42	ama			2	510	skilltab	0	1	1											lcha												0	0	0	1431
Acrobat's	100	1	1	50		42	ama			2	510	skilltab	1	1	1											lcha												0	0	0	1432
Harpoonist's	100	1	1	50		42	ama			2	510	skilltab	2	1	1											lcha												0	0	0	1433
Burning	100	1	1	50		42	sor			2	510	skilltab	3	1	1											lcha												0	0	0	1434
Sparking	100	1	1	50		42	sor			2	510	skilltab	4	1	1											lcha												0	0	0	1435
Chilling	100	1	1	50		42	sor			2	510	skilltab	5	1	1											lcha												0	0	0	1436
Hexing	100	1	1	50		42	nec			2	510	skilltab	6	1	1											lcha												0	0	0	1437
Fungal	100	1	1	50		42	nec			2	510	skilltab	7	1	1											lcha												0	0	0	1438
Graverobber's	100	1	1	50		42	nec			2	510	skilltab	8	1	1											lcha												0	0	0	1439
Lion Branded	100	1	1	50		42	pal			2	510	skilltab	9	1	1											lcha												0	0	0	1440
Captain's	100	1	1	50		42	pal			2	510	skilltab	10	1	1											lcha												0	0	0	1441
Preserver's	100	1	1	50		42	pal			2	510	skilltab	11	1	1											lcha												0	0	0	1442
Expert's	100	1	1	50		42	bar			2	510	skilltab	12	1	1											lcha												0	0	0	1443
Fanatic	100	1	1	50		42	bar			2	510	skilltab	13	1	1											lcha												0	0	0	1444
Sounding	100	1	1	50		42	bar			2	510	skilltab	14	1	1											lcha												0	0	0	1445
Trainer's	100	1	1	50		42	dru			2	510	skilltab	15	1	1											lcha												0	0	0	1446
Spiritual	100	1	1	50		42	dru			2	510	skilltab	16	1	1											lcha												0	0	0	1447
Nature's	100	1	1	50		42	dru			2	510	skilltab	17	1	1											lcha												0	0	0	1448
Entrapping	100	1	1	50		42	ass			2	510	skilltab	18	1	1											lcha												0	0	0	1449
Mentalist's	100	1	1	50		42	ass			2	510	skilltab	19	1	1											lcha												0	0	0	1450
Shogukusha's	100	1	1	50		42	ass			2	510	skilltab	20	1	1											lcha												0	0	0	1451
																																									1452
Pointed	100	1	1	5	15	3				28	511	dmg-max		1	2											lcha												0	0	0	1453
Pointed	100	1	1	15	35	12				28	511	dmg-max		3	6											lcha												0	0	0	1454
Pointed	100	1	1	25	60	24				26	511	dmg-max		5	10											lcha												0	0	0	1455
Fanged	100	1	1	45		42				24	511	dmg-max		7	14											lcha												0	0	0	1456
Fanged	100	1	1	80		60				22	511	dmg-max		9	18											lcha												0	0	0	1457
Bristling	100	1	1	95		66				20	511	dmg-max		11	22											lcha												0	0	0	1458
Awful	100	1	1	95		66				2	511	dmg/lvl	4													lcha												0	0	0	1459
																																									1460
Nippy	100	1	1	5	15	3				28	512	dmg-cold/lvl	6													lcha												0	0	0	1461
Nippy	100	1	1	15	35	12				28	512	dmg-cold/lvl	7													lcha												0	0	0	1462
Nippy	100	1	1	25	60	24				26	512	dmg-cold/lvl	8													lcha												0	0	0	1463
Bone-Chilling	100	1	1	45		42				24	512	dmg-cold/lvl	9													lcha												0	0	0	1464
Bone-Chilling	100	1	1	80		60				22	512	dmg-cold/lvl	10													lcha												0	0	0	1465
Ice-Cold	100	1	1	95		66				20	512	dmg-cold/lvl	11													lcha												0	0	0	1466
Ice-Cold	100	1	1	95		66				2	512	dmg-cold/lvl	12													lcha												0	0	0	1467
																																									1468
Feverish	100	1	1	5	15	3				28	513	dmg-fire/lvl	6													lcha												0	0	0	1469
Feverish	100	1	1	15	35	12				28	513	dmg-fire/lvl	7													lcha												0	0	0	1470
Feverish	100	1	1	25	60	24				26	513	dmg-fire/lvl	8													lcha												0	0	0	1471
Sultry	100	1	1	45		42				24	513	dmg-fire/lvl	9													lcha												0	0	0	1472
Sultry	100	1	1	80		60				22	513	dmg-fire/lvl	10													lcha												0	0	0	1473
Roasting	100	1	1	95		66				20	513	dmg-fire/lvl	11													lcha												0	0	0	1474
