skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
damage bonus 1	0	0	0	0	0		damage bonus 1	damage bonus 1	damage bonus 1	damage bonus 1																																																																																																													0
damage bonus 2	0	0	0	0	0		damage bonus 2	damage bonus 2	damage bonus 2	damage bonus 2																																																																																																													0
damage bonus 3	0	0	0	0	0		damage bonus 3	damage bonus 3	damage bonus 3	damage bonus 3																																																																																																													0
general passive	0	0	0	0	0		Skillname446	Skillname446	Skillname446	Skillname446																																																																																																													0
2h melee passive	0	0	0	0	0		Skillname445	Skillname445	Skillname445	Skillname445																																																																																																													0
swearbear	0	0	0	2	24		Skillname452	Skillsd452	Skillsd452	Skillname452																	36	StrSkill3		usmc	256	12	StrSkill20		len		4	StrSkill276		ast4		2	StrSkill21	StrSkill23	ast2		2	StrSkill4	StrSkill23	ast1		2	StrSkill42	StrSkill23	ast5		2	StrSkill106	StrSkill23	ast3		2	StrSkill10	StrSkill23	ast6		5	StrSkill287		skill('Wearbear'.lvl)																																																	0
kcounter	0	0	0	0	0		kcounter	kcounter	kcounter	kcounter																																																																																																													0
general passive bar	0	0	0	0	0		Skillname451	Skillname451	Skillname451	Skillname451																																																																																																													0
damage bonus 4	0	0	0	0	0		damage bonus 4	damage bonus 4	damage bonus 4	damage bonus 4																																																																																																													0
meteor shower	1	6	3	1	42		meteorshower1	meteorshower2	meteorshower3	meteorshower1																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	ln12	25	75	StrSkill5		enma	exma	36	thunderstormfrequencysingular	thunderstormfrequency	max(15,775/(lvl+11))	25											74	meteorshowermeteordamage		50		74	meteorshowerfireboltdamage		15																	40	Sksyn	meteorshower1	2		76	Firedplev	skillname52	par8		76	Firedplev	Skillname368	par8																								0
tornado shot	1	4	1	1	48		tornadoshot1	tornadoshot2	tornadoshot3	tornadoshot1	7	clc5											1				36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	5	ESkillMiss		clc1																	18	tornadoshotsecondaryprojectiles				18	tornadoshotsecondaryprojectilesdamage				74	phystocolddesc		min(100,skill('Cold Arrow'.blvl)*4)		18	strdexbonus				18	additionalmissilesperlevel				40	Sksyn	tornadoshot1	2		76	phystocold	skillname11	4		76	Damplev	skillname11	par8		76	Damplev	skillname12	par8		76	Damplev	Skillname363	par8		76	Damplev	skillname26	par8									0
crucify	1	3	1	1	30		crucify1	crucify2	crucify3	crucify1	5												1				36	StrSkill3		usmc	256	74	crucifyNeedles		clc1*4		74	StrSkill22		toht		75	StrSkill5		edmn	edmx											74	crucifyNeedleDamage		40		18	crucifyWeaponRequirement				18	crucifyfire														40	Sksyn	crucify1	2		76	crucifyNeedlesPerLevel	judgement1	1		76	Firedplev	judgement1	par8		76	Firedplev	skillname111	par8		76	Firedplev	skillname106	par8														0
judgement	1	5	1	1	70	52	judgement1	judgement2	judgement3	judgement1	5												1				36	StrSkill3		usmc	256	74	StrSkill22		toht		75	StrSkill7		edmn	edmx																74	judgementWeaponDamage		50		18	judgementCooldown				18	judgementlightning														40	Sksyn	judgement1	2		76	Ltngdplev	crucify1	par8		76	Ltngdplev	skillname111	par8		76	Ltngdplev	skillname106	par8																			0
elemental form	3	1	2	3	36		elementalform1	elementalform2	elementalform3	elementalform1																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	allresistskill		ast1		74	fcrskill		ln34		74	StrSkill88		ln56																																																																					0
frozen blast	3	2	1	3	68		frozenblast1	frozenblast2	frozenblast3	frozenblast1	8																36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	averagecolddamage		enms*12/256	exms*12/256																18	iceexplosiondam																								40	Sksyn	frozenblast1	2		76	Colddplev	elementalform1	par8		76	Colddplev	Skillname236	par8		76	Colddplev	Skillname251	par8		76	Colddplev	whirlpool1	par8		76	Colddplev	monsoon1	par8									0
cataclysm	3	5	3	3	50		cataclysm1	cataclysm2	cataclysm3	cataclysm1	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma																					36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																					40	Sksyn	cataclysm1	2		76	Damplev	Skillname236	par8		76	Damplev	elementalform1	par8		76	Damplev	Skillname241	par8		76	Damplev	Skillname387	par8														0
ice explosion	3	5	1	3	38		iceexplosion1	iceexplosion2	iceexplosion3	iceexplosion1	8													erruption center			36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	averagecolddamage		enma*12	exma*12																18	iceexplosiondam																								40	Sksyn	iceexplosion1	2		76	Colddplev	elementalform1	par8		76	Colddplev	Skillname236	par8		76	Colddplev	frozenblast1	par8		76	Colddplev	Skillname251	par8		76	Colddplev	monsoon1	par8									0
flameburst	3	2	2	3	34		flameburst1	flameburst2	flameburst3	flameburst1	9													moltenboulderfirepath			36	StrSkill3		usmc	256	75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																																														40	Sksyn	flameburst1	2		76	Firedplev	Skillname245	par8		76	Firedplev	Skillname226	par8		76	Firedplev	elementalform1	par8		76	Firedplev	Skillname236	par8														0
monsoon	3	6	1	3	46		monsoon1	monsoon2	monsoon3	monsoon1	5																36	StrSkill3		usmc	256	36	coldandfreezelength	coldandfreezelength	edln	25	75	StrSkill6		enma	exma																36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																					40	Sksyn	monsoon1	2		76	Colddplev	elementalform1	par8		76	Colddplev	Skillname236	par8		76	Colddplev	frozenblast1	par8		76	Colddplev	Skillname251	par8		76	Colddplev	whirlpool1	par8									0
find rejuvenation	3	5	3	3	10		findrejuv1	findrejuv2	findrejuv3	findrejuv1																	74	StrSkill24		min(100,ln12)																											36	StrSkill3		usmc	256																																																										0
power of athulua	2	1	2	2	68		powerofathulua1	powerofathulua2	powerofathulua3	powerofathulua1																	74	strModAllAttributesPercent		pst1																											18	powerofathuluabase																																																													0
wisdom of athulua	2	4	2	2	66		wisdomofathulua1	wisdomofathulua2	wisdomofathulua3	wisdomofathulua1																	74	wisdomcastspeedcurrent		pst4		74	wisdomhitspeedcurrent		pst3		74	wisdomrunspeedcurrent		pst1		74	wisdomattackspeedcurrent		pst5												75	wisdomcastspeedtotal		blvl*3	(10875/(14+lvl)+275)	75	wisdomhitspeedtotal		blvl*3	(10875/(14+lvl)+275)	75	wisdomrunspeedtotal		blvl*3	(10875/(14+lvl)+275)	75	wisdomattackspeedtotal		blvl*3	(10875/(14+lvl)+275)	18	wisdombasespeed				40	Sksyn	wisdomofathulua1	2		76	wisdombasebonus	wisdomofathulua1	3																													0
splintering javelin	3	1	3	3	8		splinteringjavelin1	splinteringjavelin2	splinteringjavelin3	splinteringjavelin1	5												1				36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	74	StrSkill22		toht																	74	WeapDamsk		25		18	strdexbonus																			40	Sksyn	skillname10	2		76	damageandar	spearstorm1	par8		76	damageandar	skillname34	par8		76	damageandar	Skillname364	par8		76	damageandar	firestrike1	par8		76	damageandar	shadowstrike1	par8		76	damageandar	skillname30	par8				0
spearstorm	3	1	2	3	26	5	spearstorm1	spearstorm2	spearstorm3	spearstorm1	5												1				36	StrSkill3		usmc	256	74	spearstormshards		10+lvl/2		75	StrSkill4		pnma	pxma	74	StrSkill22		toht												74	WeapDamsk		20		74	phystolightningdesc		min(100,skill('Lightning Strike'.blvl)*5)		18	strdexbonus				18	spearorjavelinrequirement									40	Sksyn	viperbite1	2		76	phystolightning	skillname34	5		76	damageandar	splinteringjavelin1	par8		76	damageandar	skillname30	par8		76	damageandar	Skillname364	par8		76	damageandar	firestrike1	par8		74	spearstormspecial		par8				0
inferno fury	3	3	2	3	16		firestrike1	firestrike2	firestrike3	firestrike1	5												1				36	StrSkill3		usmc	256	74	fireconvert		min(90,49+lvl)		75	StrSkill5		enma	exma	74	StrSkill22		toht		74	infernofuryfirebolts		clc1							18	infernofuryfireballs				74	WeapDamsk		25																	40	Sksyn	firestrike1	2		76	damageandar	spearstorm1	par8		76	damageandar	skillname34	par8		76	damageandar	Skillname364	par8		76	damageandar	splinteringjavelin1	par8		76	damageandar	shadowstrike1	par8		76	damageandar	skillname30	par8				0
hailstorm	3	5	2	3	36		shadowstrike1	shadowstrike2	shadowstrike3	shadowstrike1	5												1				36	StrSkill3		usmc	256	74	coldconvert		min(90,49+lvl)		75	StrSkill6		enma	exma	74	StrSkill22		toht												74	WeapDamsk		75																						40	Sksyn	shadowstrike1	2		76	damageandar	spearstorm1	par8		76	damageandar	skillname34	par8		76	damageandar	Skillname364	par8		76	damageandar	firestrike1	par8		76	damageandar	splinteringjavelin1	par8		76	damageandar	skillname30	par8				0
pyre javelin	3	2	3	3	18		pyrejavelin1	pyrejavelin2	pyrejavelin3	pyrejavelin1	22																36	StrSkill3		usmc	256	75	StrSkill5		enma	exma	74	pyrejavelinexp		2+lvl/15																	18	pyrejavelinexpdesc																								40	Sksyn	pyrejavelin1	2		76	Firedplev	splinteringjavelin1	par8		76	Firedplev	skillname25	par8		76	Firedplev	frostjavelin1	par8		76	Firedplev	skillname35	par8														0
frost javelin	3	5	3	3	28		frostjavelin1	frostjavelin2	frostjavelin3	frostjavelin1	22																36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill29	edln	25	75	StrSkill6		enma	exma																																									40	Sksyn	frostjavelin1	2		76	Colddplev	splinteringjavelin1	par8		76	Colddplev	skillname25	par8		76	Colddplev	pyrejavelin1	par8		76	Colddplev	skillname35	par8														0
blade nova	3	6	2	3	18		bladenova1	bladenova2	bladenova3	bladenova1	5												1				36	StrSkill3		usmc	256	74	StrSkill22		toht		74	bonusphysicalresist		ast1		36	StrSkillDurationSingular	StrSkill20	clc2	25											74	WeapDamsk		20		36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																40	Sksyn	bladenova1	2		76	AttRateplev	dblade1	par8		76	AttRateplev	scattershot1	par8		76	AttRateplev	pstream1	par8		76	AttRateplev	Skillname393	par8		76	bladenovaphysicalresistsynergy	dblade1	1									0
dragon fury	3	4	1	3	46		dragonfury1	dragonfury23	dragonfury23	dragonfury1	19												2				74	StrSkill22		toht		75	dragonfurycharge3		12+6*(lvl/6)	25	75	dragonfurycharge2		clc1	2+lvl/10	36	dragonfurycharge1	dragonfurycharge1	5+lvl	25											36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	dragonfury1	2		76	AttRateplev	Skillname255	par8		76	AttRateplev	execute1	par8																								0
execute	3	5	1	3	54		execute1	dragonfury23	dragonfury23	execute1	19												2				74	StrSkill22		toht		75	executecharge3		8+lvl/2	25	74	executecharge2		25		75	executecharge1		clc1	50											36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	execute1	2		76	AttRateplev	Skillname255	par8		76	AttRateplev	dragonfury1	par8																								0
mythical dragon talon	3	4	2	3	42		mythicaldragontalon1	mythicaldragontalon2	mythicaldragontalon2	mythicaldragontalon1	15																36	StrSkill3		usmc	256	74	dragontalonelementalpenalty		-75		74	dragontalonphysicalpenalty		-75																	36	buffduration	buffduration	clc2	25																					40	Sksyn	Skillname256	2		74	dragontalonspecialsynergy		par8		76	buffphysicaldamagesynergy	Skillname271	par8		76	buffphysicaldamagesynergy	Skillname394	par8		76	dragontalonelementalsynergy	Skillname271	1		76	dragontalonelementalsynergy	Skillname394	1									0
freezing claws	2	3	2	2	62		freezingclaws1	freezingclaws2	freezingclaws3	freezingclaws1	5												1				36	StrSkill3		usmc	256	74	phystocolddesc		min(85,49+lvl)		36	StrSkillRadiusSingular	StrSkill18	rng*2	3	36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	StrSkill6		enma	exma	74	StrSkill22		toht		74	WeapDamsk		50		74	StrSkill11		clc1																	40	Sksyn	freezingclaws1	2		76	freezingclawshitsynergy	Skillname240	1		76	freezingclawshitsynergy	Skillname390	1		76	Damplev	Skillname240	par8		76	Damplev	Skillname390	par8		76	Damplev	Skillname244	par8		76	Damplev	Skillname239	par8				0
elemental fury	3	4	3	3	18		elementalfury1	elementalfury2	elementalfury3	elementalfury1																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill88		ast1		74	elementalfurypierce		ast2		36	flatmanarecoveryrate	flatmanarecoveryrate	ast6	25	74	fcrskill		ast5							18	elementalfurypenalty																																																													0
axe swarm	1	1	1	1	14		axeswarm1	axeswarm2	axeswarm3	axeswarm1	5												1				36	StrSkill3		usmc	256	74	axeswarmaxes		8+(lvl/8)*8		36	axeswarmseekrange	axeswarmseekrange	rng*2	3	75	StrSkill4		pnma	pxma											74	WeapDamsk		25		18	onehandedweaponrequirement																			40	Sksyn	axeswarm1	2		76	Damplev	overwhelm1	par8		76	Damplev	skillname147	par8		76	Damplev	skillname151	par8																			0
dopplezon	2	4	1	2	44		DopplezonNew	DopplezonNewSD	DopplezonNewLD	skillan28																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill22		(200 + lvl*par2) * (100 + skill('Penetrate'.ln12)) / 100		13	StrSkill42		(lvl-1)*par1		10					75	StrSkill4		pnma	pxma	5	ESkillDecoys		pets							18	StrExtraDecoy														40	Sksyn	DopplezonNew	2		76	Damplev	skillname26	par8		76	Damplev	skillname32	par8		25	skillname9				25	skillname33				25	skillname23				63							0
ferocious bite	1	2	2	5	2		ferociousbite1	ferociousbite2	ferociousbite3	ferociousbite1																	75	StrSkill4		pnma	pxma																										74	hitsandtargets		clc1		18	hitsandtargetslevel				18	minionskillscaling														40	Sksyn	ferociousbite1	2		76	Damplev	Skillname238	par8		76	Damplev	callofthewild1	par8		76	Damplev	Skillname248	par8		18	feralmastery1																0
twin fangs	1	2	1	5	16		twinfangs1	twinfangs2	twinfangs3	twinfangs1														twinfangsfirebolt	twinfangscoldbolt		36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		m2en	m2ex	75	StrSkill5		m1en	m1ex																74	hitsandtargets		clc1		18	hitsandtargetslevel				18	minionskillscaling														40	Sksyn	twinfangs1	2		76	Damplev	Skillname228	par8		76	Damplev	contagion1	par8		76	Damplev	callofthewild1	par8		18	feralmastery1																0
thunderclaws	1	3	3	5	8		thunderclaw1	thunderclaw2	thunderclaw3	thunderclaw1	5													verruption center			75	StrSkill7		enma	exma																										74	hitsandtargets		clc1		18	hitsandtargetslevel				18	minionskillscaling														40	Sksyn	thunderclaw1	2		76	Ltngdplev	Skillname222	par8		76	Ltngdplev	callofthewild1	par8		76	Ltngdplev	Skillname248	par8		18	feralmastery1																0
spirit of nature	1	4	2	1	10		spiritofnature1	spiritofnature2	spiritofnature3	spiritofnature1																	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	74	StrSkill100		10+lvl*2		2	StrSkill10	StrSkill23	ln56		74	StrSkillDamagePercent		ln56		74	StrSkill106		5+lvl/2		74	StrSkill89		5+lvl/2		36	StrSkill3		usmc	256	74	StrSkill54		ast1		74	StrSkillDefense		clc3		13	StrSkill42		clc1																																												0
feral mastery	1	5	3	1	14		feralmastery1	feralmastery2	feralmastery3	feralmastery1	5																74	feralmasterycrushingblow		lvl/2		74	feralmasterydamage		lvl*2		74	feralmasterylifeardefense		lvl*5		74	feralmasterycontagion		lvl*10		74	feralmasterymaxhits		lvl/20							18	feralmasterymaxhitsdesc																																																													0
call of the wild	1	6	1	1	4		callofthewild1	callofthewild2	callofthewild3	callofthewild1																	36	StrSkill3		usmc	256	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	74	StrSkill89		ast1		18	maxattackspeed				74	StrSkill21		ast3							36	StrSkillDurationSingular	StrSkill20	75	25																																																										0
contagion	1	4	1	5	64		contagion1	contagion2	contagion3	contagion1																	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	poisondamagepersecond		enms*25/256	exms*25/256																					18	minionskillscaling																								40	Sksyn	contagion1	2		76	Poisdplev	Skillname228	par8		76	Poisdplev	twinfangs1	par8		76	Poisdplev	callofthewild1	par8		18	feralmastery1																0
whirlpool	3	5	1	3	38		whirlpool1	whirlpool2	whirlpool3	whirlpool1	8													erruption center			36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	averagecolddamage		enms*12/256	exms*12/256																18	iceexplosiondam																								40	Sksyn	whirlpool1	2		76	Colddplev	elementalform1	par8		76	Colddplev	Skillname236	par8		76	Colddplev	frozenblast1	par8		76	Colddplev	Skillname251	par8		76	Colddplev	monsoon1	par8									0
revive	3	1	3	3	58		skillname95	skillsd95	skillld95	skillan95																	36	StrSkill3		usmc	256	74	StrSkillMonstersCount		pets																						74	physicaldamage		ast1		74	StrSkill42		clc1		36	StrSkillDurationSingular	StrSkill20	ln34	25											40	Sksyn	skillname95	2		18	skillname69				18	skillname89				76	Hpplev	skillname70	par7		76	Hpplev	skillname80	par7		76	Damplev	skillname70	par8		76	Damplev	skillname80	par8				0
undead frenzy	3	6	2	3	66		undeadfrenzy1	undeadfrenzy2	undeadfrenzy3	undeadfrenzy1																	36	StrSkill3		usmc	256	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	74	StrSkill89		ast1		18	maxattackspeed														36	StrSkillDurationSingular	StrSkill20	75	25																																																										0
arrow hit skill	1	2	1	1	12		arrow1	skillld12	skillld12	skillan12	5												1				36	StrSkill3		usmc	256	74	StrSkill9		clc1		7	StrSkill231		clc3		75	StrSkill4		pnma	pxma											74	WeapDamsk		125		74	phystomagicdesc		min(100,skill('Magic Arrow'.blvl)*4)		18	strdexbonus														40	Sksyn	skillname12	2		76	phystomagic	skillname6	4		76	Damplev	skillname6	par8		76	Damplev	tornadoshot1	par8		76	Damplev	Skillname363	par8		76	Damplev	skillname26	par8									0
poison mastery passive	3	6	2	3	58		poisonmasterypassive1	poisonmasterypassive2	poisonmasterypassive3	poisonmasterypassive1																	74	StrSkillPoisonDamagePercent		pst1																																																																																									0
wind mastery	3	6	2	3	58		windmastery1	windmastery2	windmastery3	windmastery1																	74	physicaldamage		pst1																																																																																									0
spikenovaproc	1	5	1	1	70		spikenovaproc1	spikenovaproc1	spikenovaproc1	spikenovaproc1	5																																																																																																												0
axeproc	1	5	1	1	70		axeproc1	axeproc1	axeproc1	axeproc1	5																																																																																																												0
eagle eye	2	5	2	2	60		Skillname362	Skillsd362	Skillld362	Skillan362																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill106		ast1		74	StrSkill154		ast3		74	StrSkillDamagePercent		ast2																																																																					0
