Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of the Pyromancer	100	1	1	60		72				2	63	extra-fire		16	20									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	72		72				2	63	extra-fire		21	25									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	85		72				2	63	extra-fire		26	30									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of Zeus	100	1	1	42	60	42				4	63	extra-ltng		5	10									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	48		48				4	63	extra-ltng		11	15									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	60		72				2	63	extra-ltng		16	20									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	72		72				2	63	extra-ltng		21	25									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	85		72				2	63	extra-ltng		26	30									1	dyel	staf	mana	h2h	orb							0	0	0
of the Frost Wyrm	100	1	1	42	60	42				4	63	extra-cold		5	10									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	48		48				4	63	extra-cold		11	15									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	60		72				2	63	extra-cold		16	20									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	72		72				2	63	extra-cold		21	25									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	85		72				2	63	extra-cold		26	30									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Manticore	100	1	1	42	60	42				4	63	extra-pois		5	10									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	48		48				4	63	extra-pois		11	15									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	60		72				2	63	extra-pois		16	20									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	72		72				2	63	extra-pois		21	25									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	85		72				2	63	extra-pois		26	30									1	dgrn	wand	ndgr	npol								0	0	0
of the Warlock	100	1	1	42	60	42				4	63	extra-mag2		7	15									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	48		48				4	63	extra-mag2		16	22									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	60		72				2	63	extra-mag2		23	30									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	72		72				2	63	extra-mag2		31	37									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	85		72				2	63	extra-mag2		38	45									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Stone Golem	100	1	1	42	60	42				4	63	extra-wind		7	15									1	dgry	dclb	wand	ndgr	npol							0	0	0
of the Stone Golem	100	1	1	48		48				4	63	extra-wind		16	22									1	dgry	dclb	wand	ndgr	npol							0	0	0
of the Stone Golem	100	1	1	60		72				2	63	extra-wind		23	30									1	dgry	dclb	wand	ndgr	npol							0	0	0
of the Stone Golem	100	1	1	72		72				2	63	extra-wind		31	37									1	dgry	dclb	wand	ndgr	npol							0	0	0
of the Stone Golem	100	1	1	85		72				2	63	extra-wind		38	45									1	dgry	dclb	wand	ndgr	npol							0	0	0
of the Beastmaster	100	1	1	42	60	42				4	63	extra-summ		5	10									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	48		48				4	63	extra-summ		11	15									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	60		72				4	63	extra-summ		16	20									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	72		72				4	63	extra-summ		21	25									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	85		72				4	63	extra-summ		26	30									1	dgld	wand	ndgr	dclb								0	0	0
of the Pyromancer	100	1	1	42	60	42				4	62	pierce-fire		3	5									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	48		48				4	62	pierce-fire		6	8									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	60		72				2	62	pierce-fire		9	12									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	72		72				2	62	pierce-fire		13	16									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	85		72				2	62	pierce-fire		17	20									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of Zeus	100	1	1	42	60	42				4	62	pierce-ltng		3	5									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	48		48				4	62	pierce-ltng		6	8									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	60		72				2	62	pierce-ltng		9	12									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	72		72				2	62	pierce-ltng		13	16									1	dyel	staf	mana	h2h	orb							0	0	0
of Zeus	100	1	1	85		72				2	62	pierce-ltng		17	20									1	dyel	staf	mana	h2h	orb							0	0	0
of the Frost Wyrm	100	1	1	42	60	42				4	62	pierce-cold		3	5									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	48		48				4	62	pierce-cold		6	8									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	60		72				2	62	pierce-cold		9	12									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	72		72				2	62	pierce-cold		13	16									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Frost Wyrm	100	1	1	85		72				2	62	pierce-cold		17	20									1	dblu	staf	mana	h2h	orb	dclb						0	0	0
of the Manticore	100	1	1	42	60	42				4	62	pierce-pois		3	5									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	48		48				4	62	pierce-pois		6	8									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	60		72				2	62	pierce-pois		9	12									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	72		72				2	62	pierce-pois		13	16									1	dgrn	wand	ndgr	npol								0	0	0
of the Manticore	100	1	1	85		72				2	62	pierce-pois		17	20									1	dgrn	wand	ndgr	npol								0	0	0
of the Sky	100	1	1	20		18				4	42	all-stats		10	15											amul	ring	armo								0	0	0
of the Stars	100	1	1	44		40				4	42	all-stats		16	25											amul	ring	armo								0	0	0
of the Heavens	100	1	1	69		64				2	42	all-stats		26	30											amul	ring	armo								0	0	0
of the Zodiac	100	1	1	86		83				1	42	all-stats		31	35											amul	ring	armo								0	0	0
of Spike Nova	100	1	1	12	36	10				2	48	kill-skill	Spike Nova Proc	3	5									1	dgry	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	24	48	20				2	48	kill-skill	Spike Nova Proc	6	10									1	dgry	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	36	60	30				2	48	kill-skill	Spike Nova Proc	9	15									1	dgry	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	48		40				2	48	kill-skill	Spike Nova Proc	12	20									1	blac	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	60		50				2	48	kill-skill	Spike Nova Proc	15	25									1	blac	weap							staf	wand	orb	0	0	0
of Axes	100	1	1	12	36	10				2	48	hit-skill	Axe Proc	4	5									1	dgry	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	24	48	20				2	48	hit-skill	Axe Proc	8	10									1	dgry	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	36	60	30				2	48	hit-skill	Axe Proc	12	15									1	dgry	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	48		40				2	48	hit-skill	Axe Proc	16	20									1	blac	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	60		50				2	48	hit-skill	Axe Proc	20	25									1	blac	mele							staf	wand	orb	0	0	0
