description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Corruption - Body Armor 17	1			100	18	504	89		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-89	-89	curse-res	100		30	40																																																																					0
Unique Corruption - Body Armor 18	1			100	18	504	90		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-90	-90	allskills	100		1	1																																																																					0
Unique Corruption - Body Armor 19	1			100	18	504	91		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-91	-91	res-all	100		25	35																																																																					0
Unique Corruption - Body Armor 20	1			100	18	504	92		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-92	-92	res-all-max	100		3	5																																																																					0
Unique Corruption - Body Armor 21	1			100	18	504	93		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-93	-93	res-fire	100		30	35	res-fire-max	100		2	3																																																																0
Unique Corruption - Body Armor 22	1			100	18	504	94		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-94	-94	res-cold	100		30	35	res-cold-max	100		2	3																																																																0
Unique Corruption - Body Armor 23	1			100	18	504	95		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-95	-95	res-ltng	100		30	35	res-ltng-max	100		2	3																																																																0
Unique Corruption - Body Armor 24	1			100	18	504	96		1	"tors,uni"							useitem				corrupted			1	1	corrupted_dummy			-96	-96	res-pois	100		30	35	res-pois-max	100		2	3																																																																0
Unique Corruption Brick - Body Armor 1	1			100	18	504	97		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 2	1			100	18	504	98		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 3	1			100	18	504	99		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 4	1			100	18	504	100		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 5	1			100	18	504	101		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 6	1			100	18	504	102		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 7	1			100	18	504	103		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption Brick - Body Armor 8	1			100	18	504	104		1	"tors,uni"							"usetype,rar"			100	corrupted			1	1	corrupted_dummy			0	0																																																																										0
Unique Corruption - Boots 1	1			100	18	504	105		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-105	-105	ac%	100		150	250																																																																					0
Unique Corruption - Boots 2	1			100	18	504	106		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-106	-106	mag%	100		75	100																																																																					0
Unique Corruption - Boots 3	1			100	18	504	107		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-107	-107	gold%	100		100	150																																																																					0
Unique Corruption - Boots 4	1			100	18	504	108		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-108	-108	res-fire	100		15	25	res-fire-max	100		1	2																																																																0
Unique Corruption - Boots 5	1			100	18	504	109		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-109	-109	res-cold	100		15	25	res-cold-max	100		1	2																																																																0
Unique Corruption - Boots 6	1			100	18	504	110		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-110	-110	res-ltng	100		15	25	res-ltng-max	100		1	2																																																																0
Unique Corruption - Boots 7	1			100	18	504	111		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-111	-111	res-pois	100		15	25	res-pois-max	100		1	2																																																																0
Unique Corruption - Boots 8	1			100	18	504	112		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-112	-112	regen-mana	100		60	80																																																																					0
Unique Corruption - Boots 9	1			100	18	504	113		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-113	-113	balance2	100		40	50																																																																					0
Unique Corruption - Boots 10	1			100	18	504	114		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-114	-114	hp	100		80	120																																																																					0
Unique Corruption - Boots 11	1			100	18	504	115		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-115	-115	indestruct	100		1	1	ac%	100		150	200																																																																0
Unique Corruption - Boots 12	1			100	18	504	116		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-116	-116	res-all	100		20	30																																																																					0
Unique Corruption - Boots 13	1			100	18	504	117		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-117	-117	regen	100		200	300																																																																					0
Unique Corruption - Boots 14	1			100	18	504	118		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-118	-118	heal-kill	100		20	40	mana-kill	100		20	40																																																																0
Unique Corruption - Boots 15	1			100	18	504	119		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-119	-119	move2	100		30	40																																																																					0
Unique Corruption - Boots 16	1			100	18	504	120		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-120	-120	ease	100		100	100	move2	100		50	60																																																																0
Unique Corruption - Boots 17	1			100	18	504	121		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-121	-121	vitpercent	100		15	20																																																																					0
Unique Corruption - Boots 18	1			100	18	504	122		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-122	-122	vit	100		40	50																																																																					0
Unique Corruption - Boots 19	1			100	18	504	123		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-123	-123	curse-res	100		20	30																																																																					0
Unique Corruption - Boots 20	1			100	18	504	124		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-124	-124	red-dmg%	100		10	15																																																																					0
Unique Corruption - Boots 21	1			100	18	504	125		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-125	-125	res-fire	100		25	30	res-fire-max	100		1	2																																																																0
Unique Corruption - Boots 22	1			100	18	504	126		1	"boot,uni"							useitem				corrupted			1	1	corrupted_dummy			-126	-126	res-cold	100		25	30	res-cold-max	100		1	2																																																																0
