index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Axe of Souls	98	0	1			1	1	36	27	wax	War Axe		9	25000	cblu	cblu						tinkerflag2		25	35	swing2		10	40	res-cold		50	50	dmg-cold	200	50	200	dmg-cold/lvl	64			manasteal		4	8	mana		40	80	mana/lvl	16			hit-skill	Lower Resist	5	15	regen-mana		45	45										0
Glowblast	99	0	1			1	1	6	8	lax	Large Axe		6	10000	lyel	lyel						tinkerflag2		25	35	dmg%		75	75	dmg-ltng		1	400	dmg-ltng/lvl	80			hit-skill	Charged Bolt	5	20	light		10	10	str		10	50	balance2		10	30																		0
Murderous Axe	100	0	1			1	1	14	14	bax	Broad Axe		7	15000	cred	cred		invbtxu				tinkerflag2		25	35	dmg%		170	210	str		25	25	dex		10	10	swing2		10	30	freeze		3	3	dmg-norm		15	30	deadly		30	30	crush		15	15	str/lvl	6												0
Lord of Carnage	101	0	1			1	1	22	19	btx	Battle Axe		8	20000	blac	blac		invbtxu				tinkerflag2		25	35	dmg%		100	140	swing1		20	20	att%		30	45	dmg/lvl	10			sock	2	2	2	res-all		20	30	allskills		1	1																		0
Raka's Folly	102	0	1			1	1	30	25	gax	Great Axe		9	25000	cgrn	cgrn		invgaxu				tinkerflag2		25	35	dmg%		160	210	dmg-pois	50	2048	4096	dmg-pois/lvl	120			hit-skill	Poison Nova	1	15	swing2		30	30	move2		20	20	oskill	Poison Mastery	5	10	bar		2	2	dru		2	2										0
The Annihilator	103	0	1			1	1	38	29	gix	Giant Axe		9	25000	blac	blac						tinkerflag2		25	35	dmg%		150	225	rep-dur	10			aura	Blessed Aim	2	5	bar		2	2	deadly		25	25	att%		30	30	dru		2	2	hit-skill	Amplify Damage	5	8														0
Axe of the Elements	104	0	1			1	1	29	36	9ha	Hatchet		8	20000	lpur	lpur		invhaxu				tinkerflag2		25	35	swing1		20	40	dmg-fire		300	600	dmg-fire/lvl	64			dmg-ltng		300	600	dmg-ltng/lvl	64			dmg-cold	600	300	600	dmg-cold/lvl	64			dmg-pois	25	6144	12288	dmg-pois/lvl	64			res-all		15	45	allskills		2	2		0
The Butcher's Cleaver	105	0	1			1	1	37	39	9ax	Cleaver		9	25000	blac			invaxeu				tinkerflag2		25	35	dmg%		180	230	dmg-min		20	30	str		20	30	ignore-ac		1	1	crush/lvl	4			dmg-max		30	50	swing3		25	25	str/lvl	4			allskills		1	1	ass		1	1	skill	Blade Nova	3	6		0
Double Bite	106	0	1			1	1	45	43	92a	Twin Axe		10	30000	oran	oran						tinkerflag2		25	35	dmg%		140	180	allskills		1	2	swing2		30	30	dmg-ltng		2	1000	dmg-fire		300	700	dmg-fire/lvl	80			dmg-ltng/lvl	80			gethit-skill	SNova	25	35	gethit-skill	Nova	25	35										0
Sadistic Warlord	107	0	1			1	1	53	45	9mp	Crowbill		11	35000	blac	blac		invmpiu				tinkerflag2		25	35	dmg%		500	500	ease		100	100	knock		1	1	red-dmg		10	30	deadly		20	20	bar		1	3	dru		1	3	hp		50	150														0
Hacker	108	0	1			1	1	56	48	9wa	Naga		11	35000	cred	cred						tinkerflag2		25	35	dmg%		140	190	lifesteal		5	10	manasteal		5	10	allskills		1	1	swing2		30	30	dmg/lvl	16			bar		1	2	skill	Natural Resistance	1	5	aura	Fanaticism	1	5										0
Wolf Claw	109	0	1			1	1	31	35	9la	Military Axe		9	25000	bwht	bwht						tinkerflag2		25	35	dmg%		150	225	dmg/lvl	12			att%		100	100	swing2		40	60	lifesteal		3	6	allskills		1	2	dex		10	30	skill	Shock Wave	4	10	skill	Fury	4	10	skill	Shape Shifting	4	10						0
Lifebane	110	0	1			1	1	39	39	9ba	Bearded Axe		9	25000	cred	cred						tinkerflag2		25	35	dmg%		150	200	stamdrain		100	100	lifesteal		10	15	dmg/lvl	8			swing2		30	40	move2		20	40	sock		2	2	gethit-skill	Spirit of Nature	5	20														0
Fleshchew	111	0	1			1	1	47	41	9bt	Tabar		10	30000	cred	cred		invbtxu				tinkerflag2		25	35	dmg%		75	275	hp		50	100	att		150	300	dmg/lvl	12			hit-skill	Amplify Damage	10	25	crush		33	33	lifesteal		3	6	att/lvl	4			dru		2	2	deadly		33	33						0
Griswold's Revenge	112	0	1			1	1	50	42	9ga	Gothic Axe		11	35000	oran	oran		invgaxu				tinkerflag2		25	35					oskill	Bash	1	1	crush		50	50	red-dmg%		10	20	lifesteal		6	12	manasteal		6	12	dmg-cold	300	500	1000	ac/lvl	64			allskills		2	2	dmg-cold/lvl	160			pierce-cold		10	20		0
Lifecleaver	113	0	1			1	1	53	45	9gi	Ancient Axe		11	35000	cred	cred		inv9giu				tinkerflag2		25	35	dmg%		100	300	deadly		25	75	dmg-ac		-100	-100	dmg/lvl	8			lifesteal		12	18	swing2		40	40	allskills		1	1	oskill	Battle Orders	2	6														0
Rohmshun	114	0	1			1	1	54	63	0ha	Barbarian Tomahawk		11	35000	dblu	dblu		invhaxu				tinkerflag2		25	35	dmg%		150	250	dmg-ltng		1	2500	deadly		1	50	kill-skill	Judgement	15	20	swing1		1	80	hit-skill	Static Field	10	20	lightningskill		1	4	mana-kill		1	30	heal-kill		1	60	pierce-ltng		1	15						0
Alea Jacta Est	115	0	1			1	1	62	60	0ax	Precision Cleaver		12	40000	cred	cred		invaxeu				tinkerflag2		25	35	dmg%		230	280	lifesteal		7	10	allskills		1	1	att%		100	100	aura	Aura of Divinity	6	12	oskill	Valkyrie	1	15	Valkyrie Mastery	1	15		str		100	100	dex		100	100										0
Thorgrim's Saviour	116	0	1			1	1	70	64	82a	Duo-Axe		13	45000	cblu	cblu						tinkerflag2		25	35	dmg%		150	250	balance2		50	50	hp%		40	40	att/lvl	32			hit-skill	Terror	2	60	sock		5	5	indestruct		1	1																		0
Gold Digger	117	0	1			1	1	73	68	0mp	Razor Axe		13	45000	lyel	lyel		invmpiu				tinkerflag2		25	35	dmg%		190	230	oskill	Find Potion	5	8	dmg/lvl	8			allskills		1	1	mag%/lvl	12			gold%/lvl	12			move3		40	40	swing2		60	60	oskill	Find Rejuvenation	5	8	oskill	Find Item	1	1						0
Iceshard	118	0	1			1	1	75	73	0wa	Viking Axe		13	45000	cblu	cblu						tinkerflag2		25	35	dmg%		250	300	dmg-cold	400	1000	1500	nofreeze		1	1	ignore-ac		1	1	hit-skill	Lower Resist	6	25	abs-cold%		1	2	hit-skill	Blizzard	3	45	att/lvl	20			freeze		3	5	pierce-cold		15	25						0
Focus of Unlife	119	0	1			1	1	56	61	0la	Brawn Axe		11	35000	blac	blac						tinkerflag2		25	35	dmg%		250	300	dmg-undead		300	300	dmg-mag		500	1000	att-undead		300	300	crush		33	33	swing2		50	50	hit-skill	Hells Gate	3	40	oskill	BloodGolem	25	25	oskill	Golem Mastery	25	25	deadly		33	33	ignore-undead-resist	1				0
Wicked Axe	120	0	1			1	1	64	63	0ba	Heavy Axe		12	40000	blac	blac						tinkerflag2		25	35	dmg%		250	350	reduce-ac		50	50	ac		200	200	aura	Concentration	5	20	strpercent		10	25	vitpercent		10	25	dmg/lvl	20			red-dmg%		5	20														0
Meat Cleaver	121	0	1			1	1	72	65	0bt	Split Axe		13	45000	cred	cred		invbtxu				tinkerflag2		25	35	dmg%		250	300	hp/lvl	32			oskill	Sword Mastery	5	5	dmg-ac		-100	-100	ease		50	50	att%		50	100	swing2		40	40	lifesteal		5	15	allskills		1	1	hit-skill	Bash	1	1						0
Wings of the Fallen Phoenix	122	0	1			1	1	73	70	0ga	Guillotine Axe		13	45000	lgld			invgaxu				tinkerflag2		25	35	dmg%		150	200	regen		500	500	regen-mana		100	150	dmg-fire		500	1000	abs-fire%		1	2	hit-skill	Fire Wall	2	50	oskill	Fire Mastery	1	1	fireskill		3	3	sock		2	4	hp/lvl	32			pierce-fire		10	20		0
Barbaric Devastator	123	0	1			1	1	75	72	0gi	Slayer Axe		13	45000	dpur	dpur		inv9giu				tinkerflag2		25	35	dmg%		200	250	dmg%/lvl	20			ignore-ac		1	1	oskill	Natural Resistance	1	1	lifesteal		5	7	manasteal		5	7	swing3		30	30	allskills		2	2	ignore-beast-resist		1	1						 				0
Frostarc	124	0	1			1	1	2	3	sbw	Short Bow		6	10000	cblu	cblu						tinkerflag2		25	35	dmg-cold	200	10	15	att		50	50	mana		10	20	skill	Cold Arrow	1	4	dmg-cold/lvl	32			mana/lvl	8			sock		1	2	knock		1	1	dmg-min		5	5	swing3		10	20						0
Firebrander	125	0	1			1	1	5	9	hbw	Hunter's Bow		6	10000	dred	dred						tinkerflag2		25	35	dmg-fire		5	10	att		100	100	dmg-fire/lvl	32			res-fire		20	20	res-fire/lvl	8			explosivearrow		3	3	sock		1	2	dmg%		70	100														0
Bakou's Sharpshooter	126	0	1			1	1	9	14	lbw	Long Bow		6	10000	dred	dred						tinkerflag2		25	35	magicarrow		3	3	att%		50	50	dex		10	30	swing2		15	15	dmg-norm		5	15	crush		50	50	deadly		50	50	dmg%		40	80														0
Ancient Piercer	127	0	1			1	1	16	25	sbb	Short Battle Bow		7	15000	cred	cred						tinkerflag2		25	35	magicarrow		5	5	dmg-ac		-10	-10	hp		20	20	dmg-undead		200	200	swing2		30	30	pierce		50	50	skill	Inner Sight	10	10	regen-mana		40	40	dmg%		120	170	dmg-min		10	10	dmg-max	20	20			0
Plaguebearer	128	0	1			1	1	12	20	cbw	Composite Bow		7	15000	lgrn	lgrn						tinkerflag2		25	35	dmg-pois	50	416	720	res-pois		30	30	swing2		10	30	skill	Critical Strike	3	3	dmg-pois/lvl	64			res-pois-len		50	50	dmg%		100	125	manasteal		5	5	hit-skill	Poison Mastery	3	2	oskill	Fire Arrow	1	1						0
Quiveraiden	129	0	1			1	1	19	26	lbb	Long Battle Bow		7	15000	dgrn	dgrn						tinkerflag2		25	35	hit-skill	Arrow Hit Skill	5	10	allskills		1	1	dmg%		75	150	att		80	160	dmg/lvl	8			att/lvl	8			swing2		20	20																		0
Sparkraven	130	0	1			1	1	23	27	swb	Short War Bow		8	20000	cgrn	cgrn						tinkerflag2		25	35	dmg-norm		19	23	ama		1	1	ac		75	150	pierce		75	75	att		100	200	dex		10	20	dmg-ltng		1	100	dmg-ltng/lvl	32			kill-skill	Axe Mastery	25	10	pierce-ltng		5	10						0
Bow of the Stars	131	0	1			1	1	33	28	lwb	Long War Bow		9	25000	lyel	lyel						tinkerflag2		25	35	hit-skill	Magic Arrow	2	6	ama		2	2	dmg%		100	200					dex/lvl	8			hp/lvl	8			mana/lvl	8																				0
Rotstring	132	0	1			1	1	27	28	8sb	Edge Bow		8	20000	cgrn	cgrn						tinkerflag2		25	35	hit-skill	Fire Arrow	1	20	pierce-pois		10	15	dmg-pois	50	1536	3072	dmg-pois/lvl	80			sock		2	2	dmg%		160	185	swing2		10	20																		0
Raven's Cord	133	0	1			1	1	30	31	8hb	Razor Bow		9	25000	lblu	lblu						tinkerflag2		25	35	dmg-norm		10	25	att%		50	50	mana		50	50	pierce		100	100	manasteal		6	10	oskill	Multiple Shot	10	10	skilltab	0	2	2	dmg/lvl	10																0
Titan's Wake	134	0	1			1	1	34	33	8lb	CedarBow		9	25000	dgld	dgld						tinkerflag2		25	35	dmg%		250	300	dmg-norm		25	50	ease		100	100	att		300	500	str/lvl	10			dex/lvl	10			strpercent		10	15	dexpercent		10	15														0
The Harp of Souls	135	0	1			1	1	37	36	8cb	Double Bow		9	25000	cred	cred						tinkerflag2		25	35	dmg-pois	50	7680	10240	dmg-undead		200	200	res-pois		50	50	ac		200	400	dmg%		100	150	hit-skill	Confuse	5	35	dmg-pois/lvl	64			hit-skill	Poison Nova	1	25														0
The Keening	136	0	1			1	1	41	39	8s8	Short Siege Bow		10	30000	cblu	cblu						tinkerflag2		25	35	dmg-norm		15	25	dmg-cold	125	150	300	pierce-cold		10	15	res-cold		50	50	dex		25	50	dmg%		130	160	dmg-cold/lvl	80			skill	Freezing Arrow	5	10	swing2		30	30	skill	Cold Arrow	5	10						0
Eaglehorn	137	0	1			1	1	44	41	8l8	Long Siege Bow		10	30000	lgry	lgry						tinkerflag2		25	35	dmg%		150	250	dex		50	100	att%		100	100	ease		100	100	dmg/lvl	8			dex/lvl	8			swing2		10	80	allskills		1	1	ignore-ac		1	1										0
Zerae's Gift	138	0	1			1	1	48	43	8sw	Rune Bow		10	30000	dyel	dyel						tinkerflag2		25	35	ignore-ac		1	1	dmg-ltng		1	750	pierce		50	100	light		10	25	dmg%/lvl	32			swing1		60	60	allskills		1	1	skilltab	0	2	2														0
Heartseeker	139	0	1			1	1	54	46	8lw	Gothic Bow		11	35000	blac	blac						tinkerflag2		25	35	dmg-norm		40	80	deadly		33	33	att/lvl	16			dex/lvl	8			dmg%		50	150	oskill	Pierce	4	6	oskill	Legendary Arrow	4	6																		0
Karaniis' Bow of Incandesence	140	0	1			1	1	52	59	1sb	Spiderwoven Bow		11	35000	cred	cred						tinkerflag2		25	35	dmg%		200	240	dmg%/lvl	12			knock		1	1	hit-skill	Corpse Explosion	10	50	oskill	Meteor Shower	3	5	att		150	200	sock		1	4																		0
Gnat Sting	141	0	1			1	1	55	61	1hb	Sharp Bow		11	35000	whit	whit						tinkerflag2		25	35	dmg%		270	310	hit-skill	Arrow Hit Skill	20	25	pierce		100	100	swing3		100	100	dmg-min		15	30																										0
Bloodraven's Arch	142	0	1			1	1	59	62	1lb	Shade Bow		11	35000	cred	cred						tinkerflag2		25	35	dmg%		260	300	att%		50	50	oskill	Skeleton Mastery	3	3	reanimate	913	1	1	allskills		1	1	skilltab	0	1	3	manasteal		6	8	swing2		30	30														0
Moonbeam	143	0	1			1	1	62	65	1cb	Dark Bow		12	40000	whit	whit						tinkerflag2		25	35	hit-skill	Bone Spear	5	50	res-all		50	50	ac		500	500	dmg-mag		500	1000	sock		1	3	dmg%		150	200	swing2		10	50																		0
Undead's Blight	144	0	1			1	1	66	67	1s8	Rogue Bow		12	40000	whit	whit						tinkerflag2		25	35	dmg-undead		300	300	att-undead		300	300	aura	Sanctuary	20	30	hit-skill	Sacred Piercer	1	1	allskills		1	2	dmg%		200	250	dmg/lvl	8			ignore-undead-resist		1	1														0
Wild Airs of the Elements	145	0	1			1	1	69	70	1l8	Marksman Bow		12	40000	lblu	lblu						tinkerflag2		25	35	dmg-cold	150	750	1000	dmg-fire		750	1000	dmg-ltng		1	1750	pierce-fire		10	25	pierce-cold		10	25	pierce-ltng		10	25	enr		50	100	mana-kill		25	50	oskill	Elemental Fury	10	25	swing2		25	75						0
The Guardian	146	0	1			1	1	73	73	1sw	Arcane Bow		13	45000	lyel	lyel						tinkerflag2		25	35	dmg%		220	260	oskill	Legendary Arrow	5	10	sock		2	2	swing2		30	30	lifesteal		7	10	red-dmg%		8	12	vit		20	20	dmg/lvl	6			aura	Defiance	7	12										0
Enigma	147	0	1			1	1	83	77	1lw	Ancient Bow		13	45000	lgry	lgry						tinkerflag2		25	35	dmg%		300	350	hit-skill	Inner Sight	2	10	hit-skill	Decrepify	5	40	res-all		30	30	dmg/lvl	12			reduce-ac		25	25	swing2		20	20																		0
Rapid Frenzy	148	0	1			1	1	5	9	lxb	Light Crossbow		6	10000	dyel	dyel						tinkerflag2		25	35	dmg-norm		30	30	dex		10	20	hp		15	30	swing2		40	40	dex/lvl	4			hp/lvl	12			str		10	20																		0
Firespitter	149	0	1			1	1	13	18	mxb	Crossbow		7	15000	lgld	lgld						tinkerflag2		25	35	hit-skill	Flameburst	3	10	dmg-fire		100	250	dmg-fire/lvl	32			abs-fire%		1	2	dmg%		60	100																										0
Polar Boltcaster	150	0	1			1	1	21	27	hxb	Heavy Crossbow		8	20000	dgld	dgld		invhxbu				tinkerflag2		25	35	swing2		20	20	res-all		15	15	res-cold		30	30	dmg-cold	300	50	100	dmg-cold/lvl	32			res-cold/lvl	8			skill	Cold Arrow	4	10	pierce		25	50	dmg%/lvl	24												0
Unholy Dartgun	151	0	1			1	1	29	28	rxb	Repeating Crossbow		8	20000	lpur	lpur		invrxbu				tinkerflag2		25	35	swing		20	30	allskills		2	2	res-all		30	30	att		100	200	dmg/lvl	8			att/lvl	8																								0
The Needler	152	0	1			1	1	30	32	8lx	Arbalest		9	25000	dyel	dyel						tinkerflag2		25	35	att%		100	100	swing3		50	50	dmg%		100	100	slow		10	20	sock		1	2	hit-skill	Tornado Shot	1	1																						0
Cataclysm	153	0	1			1	1	38	36	8mx	Siege Crossbow		9	25000	dpur	dpur		invhxbu				tinkerflag2		25	35	allskills		1	2	dmg-cold	200	100	200	dmg-fire		100	200	swing2		20	20	dmg-cold/lvl	40			dmg-fire/lvl	40			pierce-fire		10	20	pierce-cold		10	20														0
Magnium	154	0	1			1	1	46	41	8hx	Balista		10	30000	lred	lred		invrxbu				tinkerflag2		25	35	dmg%		250	500	hp		100	200	ease		100	100	dmg-norm		25	75	swing2		-50	-50																										0
Qotos Bow of Fortuitous Battle	155	0	1			1	1	54	49	8rx	Chu-Ko-Nu		11	35000	lgld	lgld						tinkerflag2		25	35	dmg%		140	180	allskills		1	2	move2		20	20	mag%		100	100	gold%		100	100	oskill	Find Item	1	1	dmg%/lvl	12			hit-skill	Eagle Eye	1	40	swing2		10	60										0
Deadly Hunter	156	0	1			1	1	55	61	1lx	Choice Crossbow		11	35000	blac	blac						tinkerflag2		25	35	dmg%		200	300	oskill	Strafe	10	20	att%		40	60	hp		30	50	deadly/lvl	8			dmg/lvl	4			dmg-norm		10	50																		0
Scope of the Hawk	157	0	1			1	1	63	78	1mx	Marksman Crossbow		12	40000	lgry	lgry						tinkerflag2		25	35	dmg%		200	250	aura	Fanaticism	5	10	att		100	200	ignore-ac		1	1	mana-kill		20	50	heal-kill		20	50	dmg-min		125																			0
Chaos Launcher	158	0	1			1	1	71	66	1hx	Odysseus Crossbow		13	45000	bwht	bwht		invhxbu				tinkerflag2		25	35	ease		50	50	hit-skill	Freezing Arrow	1	40	hit-skill	Ice Arrow	1	40	hit-skill	Immolation Arrow	1	40	swing3		30	100	pierce-fire		10	30	pierce-cold		10	30	pierce-ltng		10	30	oskill	Fire Mastery	1	1	oskill	370	1	1	oskill	Lightning Mastery	1	1		0
Deadly Precision	159	0	1			1	1	78	71	1rx	Assassin Crossbow		13	45000	blac	blac		invrxbu				tinkerflag2		25	35	dmg%		260	300	sock		1	5	pierce		100	100	deadly		33	33	hit-skill	Arrow Hit Skill	15	50	dex/lvl	8			str/lvl	8																				0
Yegg's Firedagger	160	0	1			1	1	2	4	dgr	Dagger		6	10000	dred			yeggs_firedagger				tinkerflag2		25	35	res-fire		45	45	dmg-fire		25	50	dmg-demon		250	250	dmg-fire/lvl	40			att-skill	Fire Bolt	50	15																										0
Requier's Skill	161	0	1			1	1	10	11	dir	Dirk		7	15000	dgry	dgry						tinkerflag2		25	35	dmg%		90	180	allskills		1	1	block3		30	30	swing2		20	30	res-all		10	20	dmg/lvl	8																								0
The Golden Spike	162	0	1			1	1	19	19	kri	Kriss		7	15000	oran	oran						tinkerflag2		25	35	dmg-norm		15	20	att%		75	75	thorns/lvl	80			str		10	20	dmg-ltng/lvl	48			dmg-ltng		1	150	att-skill	Axe Mastery	25	10																		0
Anguirel	163	0	1			1	1	28	25	bld	Blade		8	20000	dblu	dblu						tinkerflag2		25	35	cast3		30	30	res-all		20	20	att		150	150	mana		50	50	dmg-pois	50	1024	2048	dmg-pois/lvl	40			att-skill	Poison Nova	25	15																		0
Sirian's Infinite Knives	164	0	1			1	1	27	32	9dg	Poignard		8	20000	lgry	lgry						tinkerflag2		25	35	dmg%		100	200	att-skill	STwister	25	25	swing3		40	80	dmg/lvl	12			att/lvl	4																												0
Trang'Oul's Claw	165	0	1			1	1	35	36	9di	Rondel		9	25000	dgry	dgry						tinkerflag2		25	35	res-pois-len		100	100	dmg%		125	180	light		-2	-2	att%		50	100	deadly		50	50	allskills		1	1	nec		2	3	dmg/lvl	10			crush		50	50										0
Wizardspike	166	0	1			1	1	44	38	9kr	Cinquedeas		10	30000	cblu	cblu						tinkerflag2		25	35	res-all		50	50	hit-skill	Teleport	2	1	hit-skill	Frozen Orb	1	20	hit-skill	Rain of Fire	1	20	hit-skill	Chain Lightning	3	20	pierce-fire		15	15	pierce-cold		15	15	pierce-ltng		15	15	extra-fire		10	25	extra-cold		10	25	extra-ltng		10	25		0
Throatslitter	167	0	1			1	1	49	41	9bl	Stilleto		10	30000	blac	blac						tinkerflag2		25	35	ignore-ac		1	1	dmg-pois	250	344	686	dmg-pois/lvl	120			deadly		33	33	howl		96	96	swing2		30	30	crush		50	50	cast1		15	15	pierce-pois		33	33	dmg%		60	110						0
The Horn of Balor	168	0	1			1	1	52	60	0dg	Carved Bone		11	35000	dpur	dpur						tinkerflag2		25	35	dmg/lvl	16			dmg-norm		50	75	dmg-ac		-150	-150	allskills		1	2	swing2		20	60	hit-skill	Crucify	1	30																						0
Rathma's Blade	169	0	1			1	1	60	61	0di	Mithral Knife		12	40000	oran	oran						tinkerflag2		25	35	swing3		60	60	oskill	Berserk	1	1	nec		1	3	deadly		40	40	mana		25	50	sock		2	2	dmg%		200	300	dmg-norm		20	40														0
Famine	170	0	1			1	1	69	65	0kr	Fang Knife		12	40000	blac	blac						tinkerflag2		25	35	regen		-250	-250	red-dmg		50	50	red-mag		50	50	lifesteal		15	25	manasteal		15	25	hit-skill	Decrepify	12	40	dmg%		300	300	ease		50	50	skill	Bone Armor	20	40	deadly		100	100						0
Mordenkainen's Dagger	171	0	1			1	1	76	69	0bl	Ancient Spike		13	45000	lgld	lgld						tinkerflag2		25	35	ac		1000	1000	allskills		1	4	mana		45	65	skill	Enchant	20	30	oskill	Enchant	3	3	pierce-fire		30	50	dmg-norm		100	150																		0
Hail of Bolts	172	0	1			1	1	1	1	jav	Javelin		6	10000	lgry	lgry						tinkerflag2		25	35	rep-quant	33			swing3		100	100	lifesteal		2	2	manasteal		2	2	dmg/lvl	8																												0
LED	173	0	1			1	1	8	4	pil	Pilum		6	10000	cred	cred						tinkerflag2		25	35	rep-quant	33			dmg-norm		10	20	manasteal		3	9	regen-stam		50	50	light		2	2	skill	Inferno Fury	3	6	dmg-fire		10	20	hit-skill	Pyre Javelin	5	10	move2		10	30										0
Ric's Faith	174	0	1			1	1	14	9	ssp	Short Spear		7	15000	lgry	lgry						tinkerflag2		25	35	rep-quant	33			dmg%		90	140	swing3		20	20	allskills		1	1	move2		20	20	balance3		20	20	skill	Splintering Javelin	3	6	hit-skill	Chain Lightning	20	7														0
Free Lance	175	0	1			1	1	19	14	glv	Glaive		7	15000	whit	whit						tinkerflag2		25	35	rep-quant	33			ease		-100	-100	allskills		1	1	skilltab	2	1	1	str		15	15	dex		15	15	dmg-norm		15	30	swing2		20	30														0
Flying Impaler	176	0	1			1	1	25	19	tsp	Throwing Spear		8	20000	blac	blac						tinkerflag2		25	35	rep-quant	33			dmg/lvl	8			ignore-ac		1	1	pierce		100	100	skill	Splintering Javelin	3	10	dmg-max		15	20	manasteal		2	4	ease		50	50	swing2		20	20										0
Gilded Spikes	177	0	1			1	1	28	25	9ja	War Javelin		8	20000	lgld	lgld						tinkerflag2		25	35	rep-quant	33			dmg-ltng		1	100	dmg-ltng/lvl	32			hit-skill	Chain Lightning	10	30	dmg%		80	120	mag%/lvl	16			allskills		1	1	deadly		30	30	crush		20	20	swing3		50	50	sock		2	2		0
Septic Needle	178	0	1			1	1	33	32	9pi	Great Pilum		9	25000	dgry	dgry						tinkerflag2		25	35	rep-quant	33			dmg%		150	200	dmg-min		20	30	pierce-pois		10	15	res-pois		40	70	slow		15	20	regen		15	15	dmg-pois	150	256	512	hit-skill	Plague Javelin	5	25	pierce		50	50						0
Revenant's Spear of the Vampyr	179	0	1			1	1	39	35	9s9	Simbilan		9	25000	blac	blac						tinkerflag2		25	35	rep-quant	33			dmg%		150	200	deadly		33	33	dmg-undead		250	250	mana-kill		10	20	heal-kill		20	40	dmg-max		20	60	regen		-150	-150	hit-skill	Decrepify	5	20	dmg-demon		250	250						0
Futurebreeze	180	0	1			1	1	44	41	9gl	Spiculum		10	30000	whit	whit						tinkerflag2		25	35	rep-quant	33			hit-skill	Frozen Orb	1	35	gethit-skill	Teleport	25	1	swing3		45	45	dmg%		60	110	att%/lvl	5			dex		20	20	allskills		1	3	dmg/lvl	8												0
Olympus Hand	181	0	1			1	1	50	46	9ts	Harpoon		11	35000	lyel	lyel						tinkerflag2		25	35	rep-quant	33			dmg%		150	200	hit-skill	Amplify Damage	5	50	swing3		30	30	dmg-norm		10	25	str		25	50	vit		25	50	res-fire		25	75	res-pois-len		75	75	allskills		2	2						0
The Opilus Apprentice	182	0	1			1	1	53	57	0ja	Ancient Shards		11	35000	lyel	lyel						tinkerflag2		25	35	rep-quant	33			dmg%		200	250	hit-skill	Lower Resist	10	40	swing2		20	20	freeze		3	3	hit-skill	Hailstorm	1	40	dmg%/lvl	8			pierce-cold		10	25	ease		150	150										0
Olympian's Javelin	183	0	1			1	1	58	59	0pi	Dire Pilum		11	35000	lgld	lgld						tinkerflag2		25	35	rep-quant	33			dmg-norm		50	60	dmg/lvl	8			swing3		30	30	move3		30	30	allskills		2	2	pierce		100	100	sock		2	2	hit-skill	Splintering Javelin	1	40										0
Johan's Picket	184	0	1			1	1	64	63	0s9	Lissom Spear		12	40000	dgry	dgry						tinkerflag2		25	35	rep-quant	33			dmg%		220	270	hit-skill	Bone Prison	1	50	hit-skill	Teeth	3	50	swing3		50	50	manasteal		6	10	lifesteal		6	10	oskill	Inferno Fury	5	20	passive-summ-life		10	20										0
Rainbow Rocket	185	0	1			1	1	69	68	0gl	Ahab Spear		12	40000	oran	oran						tinkerflag2		25	35	rep-quant	33			hit-skill	Pyre Javelin	2	50	hit-skill	Lightning Fury	2	50	hit-skill	Frost Javelin	2	50	hit-skill	Lower Resist	4	40	swing2		40	80	pierce-fire		10	35	pierce-cold		10	35	pierce-ltng		10	35	pierce		50	50	ease		50	50		0
Moby's Demise	186	0	1			1	1	75	71	0ts	Whale Hunter		13	45000	lgry	lgry						tinkerflag2		25	35	rep-quant	33			dmg%		200	250	dmg-norm		20	60	lifesteal		9	15	nofreeze		1	1	freeze		2	5	pierce		100	100	oskill	Splintering Javelin	3	6	slow		15	30	deadly		25	50						0
